,title,lyrics,text_author,composer,artist
71,List do świata,na moim podwórzu jest ściana łaciata na ścianie tej dzieci list piszą do świata ogromny zbiorowy list w tym liście są żale i skargi dziecięce pisane niedbale bazgrane naprędce gdy z okien nie patrzy nikt gdy z okien nie patrzy nikt gdyby te listy czytał świat to pewnie by się zmienił a mędrcy mądrzy że aż strach milczeli zawstydzeni na moim podwórzu jest ściana łaciata na ścianie tej dzieci list piszą do świata ogromny zbiorowy list a ja wam stokrotnie powiedzieć chcę dzięki bo wasze pisanie i moje piosenki to w mroku zapałki błysk to w mroku zapałki błysk gdyby piosenek słuchał świat to pewnie by się zmienił a mędrcy mądrzy że aż strach milczeli zawstydzeni ,Andrzej Sikorowski,,
72,Ballada o dziewczynie co piła gorące mleko,są małe stacje wielkich kolei nieznane jak obce imiona małe stacje wielkich kolei jakiś napis i lampa zielona na takiej stacji dawno już temu z daleka jadąc z daleka widziałem dziewczynę w niebieskim szaliku jak piła gorące mleko teraz tamtędy już nigdy nie jeżdżę a miasto moje daleko lecz myślę czasem o tamtej dziewczynie jak piła gorące mleko i nieraz chciałbym aby tu była może to miałoby sens jak ona śmiesznie to mleko piła gapiąc się na mnie spod rzęs mam swoje sprawy inne podróże i nie tamtędy mi droga lubię ulice wesołe i długie i kolorowe światła na rogach może ma chłopca tamta dziewczyna a może wybrała się w świat albo po prostu może jest głupia jak jej siedemnaście lat z resztą to przecież nie ma znaczenia mieszkam naprawdę daleko lecz myślę czasem o tamtej dziewczynie jak piła gorące mleko i nieraz chciałbym aby tu była może to miałoby sens jak ona śmiesznie to mleko piła gapiąc się na mnie spod rzęs ,Agnieszka Osiecka,Katarzyna Sobolewska,Andrzej Poniedzielski
73,Moi przyjaciele,kiedy was nie ma to jakby nagle zabrakło w moim życiu muzyki kiedy was nie ma to czas mnie straszy że przeminę że będę chwilą kiedy was nie ma to jakby niebo miało się rozstać na zawsze ze słońcem kiedy was nie ma dość mam wszystkiego i pragnę z stąd na zawsze odejść moi przyjaciele moi przyjaciele moi przyjaciele bądźcie zawsze ze mną moi przyjaciele moi przyjaciele z wami wiem że wszystko mogę że wystarczy tylko chcieć jak mam wyśpiewać jak mam dziękować jak wytłumaczyć że bez was mnie nie ma przytulam do was swoją miłość i wdzięczność swą w modlitwę zamieniam milion aniołków narysuje i wszystkie razem postrącam z nieba dom na górze wybuduje i zagram dla was kiedy trzeba moi przyjaciele moi przyjaciele moi przyjaciele bądźcie zawsze ze mną moi przyjaciele moi przyjaciele z wami wiem że wszystko mogę że wystarczy tylko chcieć ,Agata Budzyńska,Agata Budzyńska,Agata Budzyńska
74,Pan Podbipięta,krwi krwi krwi krzyczał pan zagłoba na widok trupa pana podbipięty krwi zawrzasnęła zbarska załoga a litwin chwiał się do krzyża przybity święty sebastian strzałami przeszyty słodki niewinny cichy obojętny rycerz bez skazy co jak smok gruchotał czerń co jest czerń dzisiaj nie ma czerni na jasnej twarzy ślad grotu i cnota której się longin radośnie wyzbyłby po tym jak ciosem jednym zerwał trzy łby ludzi o których wierzył że niewierni lecz przecież krew ta jest tak miła bogu że zaraz kreskę w niebieskim rejestrze zarabiał szlachcic siekąc tępych wrogów co tylko po to wschodzili w granice słabej lecz wiecznej rzeczypospolitej aby się mogła na ich trupach wesprzeć kiedy zagłoba pił miód nie dla chamów picie to było inne niż bohuna horyłka beczka dziegciu wymiar stanu nieszczęśliwego dzielnego kozaka co śmiał kniaziównę kochać zawadiaka cham co boskiego się nie zląkł pioruna i na paliki zaostrzone świeżo gładko nizali się stron cierpiętnicy król płakał modlił się głęboko wierząc że hekatomba historię oczyści jak wiatr las czyści ze sczerniałych liści by pole bitwy gniło dla winnicy krwi krwi krwi krzyczał pan zagłoba i krew się lała sprawiedliwie szczodrze lecz pan longinus rycerstwa ozdoba nie mógł pozornych tryumfów być już świadkiem grymasem śmierci dając znak ukradkiem że wie zbyt wiele by było mu dobrze ,Jacek Kaczmarski,Jacek Kaczmarski,Jacek Kaczmarski
75,Fiddler's Green, stary port się powoli układał do snu świeża bryza zmarszczyła morze gładkie jak stół stary rybak na kei zaczął śpiewać swą pieśń zabierzczie mnie chłopcy mój czas skończył się tyko wezmę swój sztormiak i sweter ostatni raz spojrzę na pirs pozdrów moich kolegów powiedz że dnia pewnego spotkamy się wszyscy tam w fiddelers green fiddelers green szłyszłem nie raz jeśli piekło ominę dopłynąć chcę tam gdzie delfiny figlują w wodzie czystej jak łza o mroźnej grenlandii zapomina się tam stary port się powoli układał do snu świeża bryza zmarszczyła morze gładkie jak stół stary rybak na kei zaczął śpiewać swą pieśń zabierzczie mnie chłopcy mój czas skończył się kiedy już tam dopłynę oddam cumy na ląd różne bary są czynne cały dzień i całą noc piwo nic nie kosztuje a dziewczęta jak sen rum w butelkach rośnie na każdym z drzew stary port się powoli układał do snu świeża bryza zmarszczyła morze gładkie jak stół stary rybak na kei zaczął śpiewać swą pieśń zabierzczie mnie chłopcy mój czas skończył się aureola i harfa to nie to o czym śnię o morza rozkołys i wiatr modlę się stare pudło wyciągnę zagram coś w cichą noc wiatr w takielunku zaśpiewa swój song tyko wezmę swój sztormiak i sweter ostatni raz spojrzę na pirs pozdrów moich kolegów powiedz że dnia pewnego spotkamy się wszyscy tam w fiddelers green ,J. Rogacki,J. Conolly,4 Refy
76,Drzewa, dany jest drzewom taki sen co korę w puchu mgieł zanurza przegina wiatry zgiętym pniem i twardnieć każe w letnich burzach dlatego człowiek marszcząc brwi powalił pień żelaza błyskiem by pierworodny jego syn z drzewa wyciętą miał kołyskę dany jest drzewom taki szum co liśćmi w struny głosu ścieka po to by żywy głos z tych strun gałęzie drzewom pooblekał dlatego człowiek ujął nóż odciął szumiącą gałąź drzewa by głos fujarki łanom zbóż radość i smutek mógł wyśpiewać dana jest drzewom taka moc w ziemię i w niebo ciałem wrastać gałęziom dzień korzeniom noc na poły w mrokach tkwić i blaskach dlatego człowiek topór wzniósł uderzył w drzewo jak w kolumnę by na ostatniej drodze wóz drewnianą mu potoczył trumnę ,,,
77,"Jest już za późno, nie jest za późno",jeszcze zdążymy w dżungli ludzkości siebie odnaleźć tęskność zawrotna przybliża nas zbiegną się wreszcie tory sieroce naszych dwu planet cudnie spokrewnią się ciała nam jest już za późno nie jest za późno jest już za późno nie jest za późno jest już za późno nie jest za późno jeszcze zdążymy tanio wynająć małą mansardę z oknem na rzekę lub też na park z łożem szerokim piecem wysokim ściennym zegarem schodzić będziemy codziennie w świat jest już za późno nie jest za późno jest już za późno nie jest za późno jest już za późno nie jest za późno jeszcze zdążymy naszą miłością siebie zachwycić siebie zachwycić i wszystko w krąg wojna to będzie straszna bo czas nas będzie chciał zniszczyć lecz nam się uda zachwycić go jest już za późno nie jest za późno jest już za późno nie jest za późno jest już za późno nie jest za późno ,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo
78,Piechotą do lata,znów przyjdzie maj a z majem bzy i czekać mam na lepsze dni znów przyjdzie mi nosić przykrótkie sny i do lata do lata do lata piechotą będę szła ah ah ah ah yeah yeah yeah uh uh uh znów kupisz mi coś na imieniny mmmm ja to wiem i czuję że znów przyjdzie mi nosić przykrótkie sny i do lata do lata do lata piechotą będę szła ah ah ah ah yeah yeah yeah uh uh uh przykrótkie sny nie w porę zbyt lekko się ubiorę noc długa świt w szronach i wiosna spóźniona i twoje słowa zimne że nie ma drogi innej do lata do lata do lata tak dłuży się czas gdybyś tylko chciał to było by to lato już i słońce i szaleństwo burz lecz dajesz mi tylko przykrótkie sny więc do lata do lata do lata piechotą będę szła ah ah ah ah yeah yeah yeah uh uh uh ,,,Bajm
79,Ballada majowa,brnąłem do ciebie maju przez mrozy i biele przez śnieżyce i zaspy i lute zawieje przez bezbarwne szpitalne korytarze stycznia w tych korytarzach słońce gasło ustawicznie a teraz maj dokoła maj wyświęca ogrody i cały ja i cały ja zanurzony w jordanie pogody a teraz maj i maj i maj dokoła się święci od wonnych bzów szalonych bzów wprost w głowie się kręci i płyną przeze mnie dmuchawce jak dzieciństwa echa i wielka jest majowa moc kiedy niebo się do ziemi uśmiecha śpi w twoim wnętrzu chłopiec w chłopcu pierwszy zachwyt poznaję z twoich ziaren wyrosną sady strudzonemu pielgrzymką ulżyj dodaj wiary a teraz maj dokoła maj wyświęca ogrody i cały ja i cały ja zanurzony w jordanie pogody a teraz maj i maj i maj dokoła się święci od wonnych bzów szalonych bzów wprost w głowie się kręci ,Józef Baran,Krzysztof Myszkowski,Stare Dobre Małżeństwo
80,W lesie listopadowym,wokół góry góry i góry i całe moje życie w górach ileż piękniej drozdy leśne śpiewają niż śpiewak płatny na chórach wokół lasy lasy i wiatr i całe życie w wiatru świstach wszyscy których kocham wita was modrzewia ikona złocista jak łasiczki ścieżka w śniegu droga życia była kręta teraz z góry zeszła na mnie młodych jodeł zieleń święta nieludzką ręką malowany jest wielki smutek duszy mojej lecz nawet złockiej ikonie ja nigdy nic nie powiem wokół góry góry i góry i całe moje życie w górach ileż piękniej drozdy leśne śpiewają niż śpiewak płatny na chórach wokół lasy lasy i wiatr i całe życie w wiatru świstach wszyscy których kocham wita was modrzewia ikona złocista ważne są tylko kopuły pieśni które na górze wysokiej zostaną i nikt nie szuka inicjałów cieśli gdy cieśle dom postawią przyjaciele którzy jemiołę czcicie dobrze że chodzicie światem wkrótce jodełkę zieloną spalicie by darzyła was ciepłym latem wokół góry góry i góry i całe moje życie w górach ileż piękniej drozdy leśne śpiewają niż śpiewak płatny na chórach wokół lasy lasy i wiatr i całe życie w wiatru świstach wszyscy których kocham wita was modrzewia ikona złocista ,,,
81,Chodź pomaluj mój świat,piszesz mi w liście że kiedy pada kiedy nasturcje na deszczu mokną siadasz przy stole wyjmujesz farby i kolorowe otwierasz okno trawa i drzewa są takie szare barwę popiołu przybrało niebo w ciszy tak smutno szepce zegarek o czasie co mi go wcale nie trzeba więc chodź pomaluj mi świat na żółto i na niebiesko niech na niebie stanie tęcza malowana twoja kredką więc chodź pomaluj mi życie niech świat mój się zarumieni niech na niebie zalśni tęcza kolorami całej ziemi za siódmą górą i siódmą rzeka swoje sny zamieniasz na pejzaże niebem się wlecze wyblakłe słońce oświetla ludzkie wyblakle twarze ,,,Dwa Plus Jeden
82,Piosenka mazowiecka,a jeżeli wiosną przejdę nad głębinę a bodaj się wszyscy uśmieli pewnie gdzieś popłynę między wierzby krzywe co się słońcem mienią albo wyspy wikliny szumiące zielenią zaraz się zachwycę zaraz się zasłucham w jakieś bajdy zaplątane w barokowych słuchach swoje dzieje spiszę na piaszczystym trakcie wyślę pocztą gołębią cztery mile za piec i nic więcej bo przecież nad taką równiną no jak tu nie lecieć no jak tu nie płynąć od końca do końca na teraz na teraz i zawsze no jak tu nie słuchać no jak tu nie patrzeć a gdy stąd odejdę zasmuconym sadem będę długo spać jesienią w kącie pod obrazem a gdy się obudzę choćby mróz był wielki wrócę przecież jak inni drugim brzegiem rzeki i nic więcej bo przecież nad taką równiną no jak tu nie lecieć no jak tu nie płynąć od końca do końca na teraz na teraz i zawsze no jak tu nie słuchać no jak tu nie patrzeć ,Iwona Piastowska,Iwona Piastowska,Iwona Piastowska
83,Powroty,boję się nieba w twoich oczach jeszcze drżysz ze zmęczenia i potu świat chcesz dzielić na białe i czarne miły boję się twoich powrotów boję się chmur nad twoim czołem kiedy ręce do krwi otarte dumnie kładziesz przede mną na stole miły boję się twoich powrotów drżysz jeszcze oczy zamglone zrobisz wszystko o co poproszę muszę wierzyć przecież mnie kochasz krótka chwila i wracasz krótka chwila i wracasz krótka chwila i wracasz na morze boję się morza w twoich myślach kiedy jesteś do drogi już gotów leżysz przy mnie oczy otwarte miły boję się twoich powrotów drżysz jeszcze oczy zamglone zrobisz wszystko o co poproszę muszę wierzyć przecież mnie kochasz krótka chwila i wracasz krótka chwila i wracasz krótka chwila i wracasz na morze ,Krzysztof Jurkiewicz,Krzysztof Jurkiewicz,Smugglers
84,Gdy tak siedzimy,gdy tak siedzimy nad bimbrem ojczyzna nam umiera gniją w celach koledzy wolno się kręci powielacz drukujemy ulotki o tym że jeszcze żyjemy grozi nam za to wyrok dziesięciu lat więzienia gdzieś niedaleko patrol jednego z nas zatrzymał pijemy jego zdrowie w więzieniu to mu się przyda ,L. Szaluga?,Przemysław Gintrowski,
85,Limeryk o narodach,był anglik co przyjaźń nawiązał z hindusem z najczystszej sympatii a nie pod przymusem do dzisiaj by trwała ta przyjaźń wspaniała lecz hindus nieświeży dał mu ser pretensje mieć trudno do tego anglika gdy druh w narodowej go dumie dotyka więc wzgardził pariasem i przyjaźń swą z czasem położył u stóp irlandczyka narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody raz francuz sąsiada miał co był z somalii w tuluzie mieszkali i pastis pijali lecz wnet się przekonał potomek daltona że druh jego łeb ma ze stali nie mieli pretensji koledzy francuza że przepić nie umiał czarnego łobuza lecz rzekli mon ami jak pić chcesz to z nami bo nie dla przybłędów tuluza narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody raz chińczyk w japonce się tak zauroczył że wizje małżeństwa był przed nią roztoczył lecz kwiat kraju wiśni rzekł ani się mi śni spójrz w lustro wszak skośne masz oczy cóż z sercem złamanym uczynić na świecie więc poszedł do wojska i śnił o odwecie lecz losu ironio brak wojny z japonią do mnichów dziś strzela w tybecie narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody sympatię singalez raz czuł do tamila choć wrogość dzieliła ich ludy na srila nce dawnym cejlonie gdzie nawet są słonie w polityce mądre nad wyraz lecz słoń singaleza tamilów sympatyk zwykł noc mu po nocy wykradać granaty i pojął singalez że musi choć z żalem sympatie swe spisać na straty narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody był też palestyńczyk co z żydem się bratał w przyjaźni tej widząc nadzieję dla świata strzelając do niego powtarzał kolego ta krew nas połączy na lata lecz w takiej przyjaźni nie widział żyd cnoty bo nie miał ochoty na nowe golgoty więc rzekł przyjacielu my tu w izraelu nie mamy dla ciebie roboty narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody libijczyk choć żony miał trzy muzułmanki czadyjkę sprowadził do swojej lepianki i rzekł dla przykładu dam ja z tobą czadu i brał ją wieczory i ranki choć miłość przeszkody pokonać potrafi nie zebrał za czyn swój libijczyk ów braw i dla dobra socjali zmu ją mu zabrali ci których wychował kadafi narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody bez tchu w herbaciarni wypiwszy pięć herbat albańczyk zapałał przyjaźnią do serba lecz serb po śliwowi cy albańczykowi na zębach wypisał swój herbarz szczerbaty albańczyk to pół albańczyka niejeden polityk się na tym potyka choć jęczy duch tity że zbędny polityk gdzie trzeba dentysty praktyka narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody na cyprze był turek co druha miał greka obydwu zabrała rodzima bezpieka przy więźniów wymianie spotkali się w bramie bez słowa minęli człek człeka wnet greczyn u turków u greków zaś turek o jednej godzinie stanęli pod murek w czas potem niedługi na jednym i drugim piaszczysty się wznosił pagórek narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody rosjanin był który nie jego to wina za brata uważał pewnego gruzina czas drużby był krótki bo ów nie pił wódki rosjanin nie pijał zaś wina napisał na niego gdzie trzeba więc donos i łzę nad przyjaźnią utoczył wzmocnioną w obozie zaś gruzin odsiedział lat tuzin lecz przecież go w końcu zwolniono narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody ci wszyscy o których tak długo ty mendzę co dzień się widują na forum oenzet i skarżą się wzajem na ludy i kraje nie skarżąc się jednak na nędzę bo mają do siebie już to kuluary gdzie naród z narodem się chwyta za bary że nie o to chodzi kto komu gdzie szkodzi lecz o to po ile dolary narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody był polakpatriota co przy wódki skrzynce zawierał przyjaźni pakt z ukraińcem od słowa do słowa dotarli do lwowa ścierając się jak dwa odyńce gdy bić się skończyli trafili za kraty podarłszy w pamięci doniosłe traktaty bo gdy przyjdzie czas wy nas a my was po brzuchach i budem rezaty narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody ach gdybyż narodów na świecie nie było jak nam by się wtedy szczęśliwie tu żyło dla dobra człowieka dla szczęścia ludzkości złączonej w potężnym uścisku miłości aż z trzaskiem pękałyby kości ,Jacek Kaczmarski,Jacek Kaczmarski,Jacek Kaczmarski
86,Mur 2,stary swiset kiedyś mówił mi staliśmy w bramie był świt gdy oczekiwaliśmy na słońca wschód i samochodów rósł szum mówił mi czy muru nie widzisz wszystkich nas trzyma ten mur gdy nie będziemy bronić się zagrodzi nam każdą z dróg gdy uderzymy runie mur nie może przecież wiecznie trwać na pewno runie runie runie nie pozostanie po nim ślad jeśli uderzysz mocno tu a ja uderzę mocno tam na pewno runie runie runie i wolny będzie cały świat lecz minęło już wiele lat ręce mam starte do krwi a gdy czuję że sił mi brak mur rośnie wyższy niż był wiem już że ledwo się trzyma lecz ciężko ruszyć go stąd nawet gdy czuję przypływ sił powtórz swisecie pieśń swą gdy uderzymy runie mur nie może przecież wiecznie trwać na pewno runie runie runie nie pozostanie po nim ślad jeśli uderzysz mocno tu a ja uderzę mocno tam na pewno runie runie runie i wolny będzie cały świat stary swiset nie mówi nic słowa porwał zły wiatr dokąd on jeden tylko wie ja w bramie tkwię cały czas i gdy przychodzę mówi wciąż słyszę jak rośnie mój głos śpiewamy ostatnią swiseta pieśń tę której nauczył nas on gdy uderzymy runie mur nie może przecież wiecznie trwać na pewno runie runie runie nie pozostanie po nim ślad jeśli uderzysz mocno tu a ja uderzę mocno tam na pewno runie runie runie i wolny będzie cały świat ,,,Zespół Reprezentacyjny Programu Trzeciego Polskiego Radia
87,Rapsod o królu Warneńczyku,lśni chorągiew pozłocista chrzęści zbroja szmelcowana jedzie jedzie król władysław by poskromić bisurmana po wąwozach brzmią cykady koń królewski raźnie parska dzielny węgier jan hunyady sprawdza szyki klnąc z madziarska nad wzgórzami wstają zorze wojsko w marszu rumor czyni o już widać czarne morze mówi legat cesarini król naprędce je śniadanie jan hunyady wszedł z łoskotem nawalili wenecjanie wycofali swoją flotę król odstawił kubek z winem blask mu strzelił spod powieki uderzamy za godzinę a wenecji wstyd na wieki jeszcze warna w dali drzemie jeszcze nisko stoi słońce a pancerni strzemię w strzemię a pancerni koncerz w koncerz a pancerni kopia w kopię ku piaszczystym patrzą brzegom no to cześć daj pyska chłopie mówi król do hunyadego i błysnęły jednym blaskiem setki mieczy wyszarpniętych i zgrzytnęły jednym trzaskiem setki przyłbic zatrzaśniętych i zadrżała ziemia święta i huknęły dzwony w mieście i ruszyli najpierw stępa potem kłusem cwałem wreszcie poszła dzielna polska jazda poszli węgrzy niczym diabli jak stalowa ostra drzazga jak błyszczące ostrze szabli i widziano jak lecieli pędem wielkim i szalonym i widziano jak tonęli w morzu turków niezmierzonym po czym z piórem siadł nad kartą mnich uczony stary skryba warto było czy nie warto odwrót byłby lepszy chyba chrzanił zacny zjadacz chleba czas nad nami wartko goni i tak kiedyś umrzeć trzeba to już lepiej tak jak oni z resztą koniec dzieło wieńczy mnich w klasztorze kipnął marnie a szalony król warneńczyk ma grobowiec w pięknej warnie i szanują go bułgarzy i nas dzięki niemu cenią więc na czarnomorskiej plaży kłaniam się królewskim cieniom ,Andrzej Waligórski,Aleksander Grotowski,Aleksander Grotowski
88,Wędrowiec,nie oglądaj się za siebie kiedy wstaje brzask ruszaj dalej w świat nie zatrzymuj się sam wybierasz swoją drogę z wiatrem czy pod wiatr znasz tu każdy szlak przestrzeń woła cię przecież wiesz że dla ciebie każdy nowy dzień przecież wiesz że dla ciebie chłodny lasu cień przecież wiesz jak upalna bywa letnia noc przecież wiesz że wędrowca los to twój los lśni w oddali toń jeziora słyszysz ptaków krzyk tu odpoczniesz dziś i nabierzesz sił ale jutro znów wyruszysz na swój stary szlak będziesz dalej szedł tam gdzie pędzi wiatr przecież wiesz że dla ciebie każdy nowy dzień przecież wiesz że dla ciebie chłodny lasu cień przecież wiesz jak upalna bywa letnia noc przecież wiesz że wędrowca los to twój los ,,,
89,Chory na wyobraźnię, dawno już w mieście drwił z niego każdy pośmiewiskiem był ludziom na co dzień ot wariat chory na wyobraźnię wiecznie w drodze spóźniony przechodzień dokąd idziesz pytali go bliscy z tego bracie to trzeba się leczyć a on brał tekturową walizkę i wychodził swym obrazom naprzeciw mówiąc idę tam gdzie bezmiar błękitu światłocienie cyprysów przy drodze feerią barw każdy ranek rozkwita chociaż wiem że do celu nie dojdę gdy malował świat milkł jak zaklęty kurczył się w skrawek płótna na ramach a on pieścił je jak pierś kobiety w siedmiobarwnych tęcz kreskach i plamach kiedy skończył wpatrywał się w ciszę by natchnieniem nasycić znów duszę a gdy już dał się marszandom wykpić pił noc całą by z brzaskiem wyruszyć mówiąc dawno już w mieście drwił z niego każdy pośmiewiskiem był ludziom na co dzień ot wariat chory na wyobraźnię wiecznie w drodze spóźniony przechodzień dokąd idziesz pytali go bliscy z tego bracie to trzeba się leczyć a on brał tekturową walizkę i wychodził swym obrazom naprzeciw mówiąc ,Mariusz Zadura,Mariusz Zadura,Mariusz Zadura
90,Zegarmistrz światła, a kiedy przyjdzie także po mnie zegamistrz światła purpurowy by mi zabełtać błękit w głowie to będę jasny i gotowy spłyną przeze mnie dni na przestrzał zgasną podłogi i powietrza na wszystko jeszcze raz popatrzę i pójdę nie wiem gdzie na zawsze ,Tadeusz Woźniak,Tadeusz Woźniak,Tadeusz Woźniak
91,Bajka o głupim Jasiu,ojców dom pożegnał głupi jasio szukać wody życia rad nierad stopy ścisnął swym niedobrym braciom którzy siłą go wysłali w świat schedę jego wezmą i zmarnują nic powiedzieć nie mógł choćby chciał więc wyruszył w drogę pogwizdując starczy mu że mowę zwierząt znał starczy mu że mowę zwierząt znał głupi jasiu głupi jasiu śmiał się w lesie szczebiot ptasi prawda to że ci rozumu brak woda życia nie istnieje a w obczyźnie nam zmarniejesz ale on przed siebie szedł i tak ale on przed siebie szedł i tak szedł za słonkiem tam gdzie zachodziło pod stopami chrzęścił złoty żwir ale złoto jasia nie olśniło wsłuchał się w wieczorny ptaków tryl idź ćwierkały ptaki do stolicy gdzie umiera król na łożu z piór uzdrów go wywarem z ziarn pszenicy on ci władzę da i jedną z cór on ci władzę da i jedną z cór głupi jasiu głupi jasiu wabił w lesie szczebiot ptasi wszak bogactwo lepsze jest od biedy nie istnieje woda życia więc przynajmniej miej coś z życia ale on i tak przed siebie szedł ale on i tak przed siebie szedł nie chciał władzy jasio bo był głupi i nie myślał o najsłodszym z ciał bo by się miłością władzą upił a on wodę życia znaleźć miał zawędrował w osypiska dzikie gdzie się węże wiły mu u nóg uciekłby kto mądry przed ich sykiem ale jasio syk zrozumieć mógł ale jasio syk zrozumieć mógł głupi jasiu głupi jasiu jeśliś nas się nie przestraszył idź przed siebie ścieżką na sam szczyt lecz uważaj na uroki nie oglądaj się na boki bo cię wtedy nie ocali nikt bo cię wtedy nie ocali nikt pnie się w górę ścieżką kamienistą wśród upiorów widm bezgłowych ciał ale nie przeraża go to wszystko bo nie takie strachy z domu znał widzi już na szczycie jak ze źródła woda życia tryska srebrną mgłą a przy źródle jeden z braci mruga popatrz jasiu w dół tam jest twój dom popatrz jasiu w dół tam jest twój dom głupi jasiu głupi jasiu coś na złudę się połasił raz spojrzałeś w dół jedyny raz na nic trud i droga krwawa zniknął dom i brata zjawa i zmieniłeś się pod szczytem w głaz i zmieniłeś się pod szczytem w głaz wraca teraz głupi jaś z kamienia pełznie drogą rok po roku cal lecz przeminą całe pokolenia nim pokonać zdoła złota dal a gdy dotrze już do domu kamień dzieciom ktoś opowie o nim baśń i pojawi się przy starej bramie ożywiony baśnią głupi jaś ożywiony baśnią głupi jaś głupi jasiu głupi jasiu rozumiałeś mowę ptasią ale więcej już rozumiesz dziś w baśniach śpią prawdziwe dzieje woda życia nie istnieje ale zawsze warto po nią iść ale zawsze warto po nią iść ,Jacek Kaczmarski,Jacek Kaczmarski,Jacek Kaczmarski
92,Włóczędzy,wchodzimy z twarzami zdrowymi od mrozu siadamy przy ogniu tańczącym z radości ścieramy z nadgarstków odciski powrozów wołamy o wino i chleb i tłustości spod ścian patrzą na nas w milczeniu miejscowi napięci na wszystko gotowi wchłaniamy łapczywie wielkimi kęsami łykamy alkohol aż warczy nam w grdykach bekniemy czasami pierdniemy czasami aż z ław w ciepło wzbija się woń wędrownika i płynie pod ściany miejscowych jak ręka co mówi przestańcie się lękać co mówi przestańcie się lękać śpiewamy piosenki o drodze i pracy o braku pieniędzy i braku miłości podnoszą się ze snu miejscowi pijacy słuchają oczami rozumnej przeszłości ktoś wstanie podejdzie zapyta kto my my dzieci wolności bezdomne my psy przysiądą się stawiać i pytać nieśmiale gdzie dobrze gdzie lepiej a gdzie pieniądz rośnie i plączą się cienie pod niską powałą i coraz jest ciaśniej i duszniej i głośniej bo oto włóczędzy z przeszłością swą mroczną dla ludu się stają wyrocznią dla ludu się stają wyrocznią mówimy o wojnach w dalekich krainach zmyślamy bogactwa zdobyte stracone słuchają jak mszy dolewają nam wina i dziewki przysiądą się też ośmielone do ognia dorzuci przebiegły gospodarz noc długa korzyści mu doda rozgrzani snujemy niezwykłą opowieść zazdroszcząc im tego że tacy ciekawi choć mają co każdy tak chciałby mieć człowiek a za byle co już gotowi zastawić by włóczyć się szukać i błądzić jak my i żyć bez wytchnienia bez nocy i dni i żyć bez wytchnienia bez nocy i dni pijemy i każdy już ma coś na oku ten nocleg w piekarni ten pannę piersiastą świt znajdzie nas znowu za miastem na stoku gdzie nikt tak naprawdę nic nie ma na własność a wam pozostanie piosenka i sny my dzieci wolności bezdomne my psy dzieci wolności dzieci wolności psy ,Jacek Kaczmarski,Przemysław Gintrowski,"Przemysław Gintrowski, Jacek Kaczmarski, Zbigniew Łapiński"
93,"Kim właściwie była ta piękna pani, która pewnego wieczoru w mojej samotni mnie odwiedziła", lalalala lalalalala lalalala lalalala lalala lalala lalala nikt nie zna ścieżek gwiazd wybrańcem kto wśród nas zapukał ktoś to do mnie gość włóczyłem się jak cień czekałem na ten dzień już stoisz w drzwiach jak dziwny ptak więc bardzo proszę wejdź tu siadaj rozgość się i zdradź mi kim tyś jest madame albo nie zdradzaj mi lepiej nie mówmy nic lepiej nie mówmy nic nieśmiało sunie brzask zatrzymać chciałbym czas inaczej jest czas musi biec gdzieś w dali zapiał kur niemodny wdziewasz strój już stoisz w drzwiach jak dziwny ptak więc jednak musisz pójść posyłasz mi przez próg ulotny uśmiech swój madame lecz będę czekać przyjdź gdy tylko zechcesz przyjdź będziemy razem żyć ja będę czekać przyjdź gdy tylko zechcesz przyjdź będziemy razem żyć lalalala lalalalala lalalala lalalala lalala lalala lalala ,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo
