,title,lyrics,text_author,composer,artist
61,Spowiedź u księdza Bernardyna,raz do księdza bernardyna jedzie czarna limuzyna z niej wysiada ten chłopczyna i tak spowiedź swą zaczyna proszę księdza bernardyna całowałem się z dziewczyną o mój chłopcze to rozpusta całowałeś dziewcze w usta trochę niżej trochę niżej trochę niżej proszę księdza trochę niżej trochę niżej proszę księdza bernardyna o mój chłopcze nie przeżyję całowałeś dziewcze w szyję trochę niżej trochę niżej trochę niżej proszę księdza trochę niżej trochę niżej proszę księdza bernardyna o mój chłopcze to mnie mierzi całowałeś dziewcze w piersi trochę niżej trochę niżej trochę niżej proszę księdza trochę niżej trochę niżej proszę księdza bernardyna o mój chłopcze to występek całowałeś dziewcze w pępek trochę niżej trochę niżej trochę niżej proszę księdza trochę niżej trochę niżej proszę księdza bernardyna o mój chłopcze co za psoty całowałeś dziewcze w stopy trochę wyżej trochę wyżej trochę wyżej proszę księdza trochę wyżej trochę wyżej proszę księdza bernardyna o mój chłopcze co za zbytki całowałeś dziewcze w łydki trochę wyżej trochę wyżej trochę wyżej proszę księdza trochę wyżej trochę wyżej proszę księdza bernardyna o mój chłopcze czy to złuda całowałeś dziewcze w uda trochę wyżej trochę wyżej trochę wyżej proszę księdza trochę wyżej trochę wyżej proszę księdza bernardyna o mój chłopcze ja cię zduszę całowałeś dziewcze w pupę z drugiej strony z drugiej strony z drugiej strony proszę księdza z drugiej strony z drugiej strony proszę księdza bernardyna ,,,
62,Leluchów, wyjedź ze mną dziś jeszcze przecież blisko jest dworzec wyjedź ze mną natychmiast tylko to nam pomoże w leluchowie miła czereśnie dziko krwawią tam granicy pilnuje całkiem wesoły anioł w leluchowie miła zaczyna się koniec świata tam anioł traci głowę z brzozami się brata wyjedź ze mną do lata przecież jeszcze nie koniec schowaj trochę uśmiechu na naszą wspólną drogę w leluchowie miła czereśnie dziko krwawią tam granicy pilnuje całkiem wesoły anioł w leluchowie miła zaczyna się koniec świata tam anioł traci głowę z brzozami się brata kiedy będziesz już ze mną to nikomu nie powiem że szczęśliwi byliśmy kiedyś w leluchowie w leluchowie miła czereśnie dziko krwawią tam granicy pilnuje całkiem wesoły anioł w leluchowie miła zaczyna się koniec świata tam anioł traci głowę z brzozami się brata ,Adam Ziemianin,Krzysztof Myszkowski,Stare Dobre Małżeństwo
63,Pieśń na wyjście,idź człowieku idź rozpowiedz idźcie wszystkie stany kolorowi biali czarni idźcie zwłaszcza wy ludkowie przez na oścież bramy dla wszystkich starczy miejsca pod wielkim dachem nieba rozejdźcie się po drogach po łąkach po rozłogach po polach błoniach i wygonach w blasku słońca w cieniu chmur rozejdźcie się po niżu rozejdźcie się po wyżu rozejdźcie się po płaskowyżu w blasku słońca w cieniu chmur dla wszystkich starczy miejsca pod wielkim dachem nieba na ziemi której ja i ty nie zamienimy w bagno krwi ,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo
64,Byłoby miło,byłem jak płyta przegrany złość zdrapywałem ze ścian gdy usłyszałem kochany spróbuj od dzisiaj być z sobą sam nie wiem jak to się stało bo jeszcze wczoraj nasz świat był jednym z tych których mało dziś jednym z tych których brak byłoby miło gdyby ta miłość nie znała gorzkich słow byłoby miło gdyby ta miłość umiała wrócić znów kładę się później niż wstaję zawsze gdzie indziej niż ty świat pełen jest takich bajek ktośbywa dobry ktoś zły byłoby miło gdyby ta miłość nie znała gorzkich słow byłoby miło gdyby ta miłość umiała wrócić znów wiem że już nic nas nie zmieni i znowu starczy mi sił by tak jak tamtej jesieni wstać trzasnąć drzwiami i wyjść ,Tomasz Wachnowski,,
65,Gdy mnie kochać przestaniesz,gdy mnie kochać przestaniesz to powiedz powiedz kiedy mnie kochać przestaniesz to się człowiek wypłacze jak człowiek w białym łóżku nad ranem nie przysyłaj mi listów ostatnich nie owijaj w bawełnę słów paru lepiej siądźmy do ciepłej kolacji pod okapem wieczoru na talerzach świecy blask dymi waza pełna gwiazd a pod stołem kot się łasi coś stuknęło na tarasie może wiatr piętro wyżej ćwiczą liszta a zawiane towarzystwo gdzieś pod bramą wykrzykuje stróż im tego nie daruje stróż artysta posiedzimy tak sobie we dwoje pośród spraw których nigdy nie było potem w starym zacisznym pokoju znowu wyznasz mi miłość gdy mnie kochać przestaniesz bez racji powiedz o tym od razu kochany wtedy zjemy kolejną kolację na wieczoru dywanie na talerzach świecy blask dymi waza pełna gwiazd a pod stołem kot się łasi coś stuknęło na tarasie może wiatr piętro wyżej ćwiczą liszta a zawiane towarzystwo gdzieś pod bramą wykrzykuje stróż im tego nie daruje stróż artysta ,Andrzej Sikorowski,Jan Hnatowicz,Pod Budą
66,Chyba już czas wracać do domu, zawinięte w kłębek drogi liczą na twój czas zamieniony w wielkie słońce dzień powoli gasł chyba już czas wracać do domu w słońcu się chyli wierzbiny liść chyba już czas wracać do domu w ciszy powrotu tak iść i iść o zielonej mokrej ziemi głośniej śpiewa wiatr by najkrótszą drogę wybrać wróży z liści kart chyba już czas wracać do domu w słońcu się chyli wierzbiny liść chyba już czas wracać do domu w ciszy powrotu tak iść i iść światło dnia już pobłądziło w drzewach i na ścieżce nie okryty mrokiem został tylko wyraz jeszcze chyba już czas wracać do domu w słońcu się chyli wierzbiny liść chyba już czas wracać do domu w ciszy powrotu tak iść i iść ,Adam Drąg,Adam Drąg,Adam Drąg
67,Dziś do ciebie,dziś do ciebie przyjść nie mogę idę zaraz w nocny mrok nie wyglądaj za mną oknem we mgle tonie próżno wzrok po cóż ci kochanie wiedzieć że do lasu idę spać dłużej tu nie mogę siedzieć na mnie czeka leśna brać księżyc zaszedł hen za lasem we wsi gdzieś szczekają psy a nie pomyśl sobie czasem że do innej tęskno mi kiedy wrócę znów do ciebie może w dzień a może w noc dobrze będzie nam jak w niebie pocałunków dasz mi moc gdy nie wrócę niechaj wiosną rolę moją sieje brat kości moje mchem porosną i użyźnią ziemi szmat w pole wyjdź któregoś ranka na snop żyta ręce złóż i ucałuj jak kochanka ja żyć będę w kłosach zbóż ,,,
68,Zima,zima znów się zaczyna tak samo wtedy padał śnieg zima dziś przypomina jak pierwszy raz spotkali się jak strumień płynął śpiew i jej niewinny śmiech a ich oczy po niebie szukając wciąż siebie błądziły jak gwiazdy we śnie zima już przyszła zima za szybą zimny wicher dmie zima znów mrozi klimat a w sercach ogień pali się jak strumień płynie śpiew i jej niewinny śmiech a ich oczy po niebie szukając wciąż siebie dziś błądzą jak gwiazdy we śnie zima już wiedzie prymat wokół niej wszystko kręci się zima ta sama zima wyłoni z chłodu chwile te jak strumień płynął śpiew i jej niewinny śmiech a ich oczy po niebie szukając wciąż siebie ,Robert Leonhard,Robert Leonhard,Małżeństwo z Rozsądku
69,Zaledwo wiem,zaledwo wiem czy byłaś snem czy prawdą z krwi i ciała przez dróg mych szlak przeleciał ptak i dusza ma śpiewała słuchałem fal płynących w dal i czułem jak łzy w sobie padło mi iść przez zwiędły liść i szedłem jak po grobie kto szczęścia zna przyczynę kto zna miłości początek i kres zaledwo wiem czy było snem czy prawdą me kochanie czym szczęśliw był czy ptak się wzbił szczęśliwy w nieb otchłanie czy fali bieg omijał brzeg czym ja cię stracił zdradnie czy to liść zmarł czy serca żar ach któż to któż odgadnie kto szczęścia zna przyczynę kto zna miłości początek i kres ,Leopold Staff,Robert Leonhard,Małżeństwo z Rozsądku
70,Dzielna Margot,w naszej wsi bezbronnego kotka znalazła w trawie raz margot a że sama była sierotką wzięła go był malutki jeszcze więc chciała jakąś poduszkę zdobyć mu a jedyną jaką znalazła był jej biust kotet wziął ją za swoją mamę i ssać zaczął dzielną margot ona zaś ze wzruszenia nagle straciła głos syn sołtysa właśnie przechodził ujrzał rzadki obrazek ten i poleciał z nowiną do wsi a na drugi dzień gdy margot stanik swój rozpinała by miał kotek biedactwo co ssać biegła nas biegła nas cała zgraja by po pa pa pa pa pa patrzeć by po pa pa pa pa pa pa a niewinna margot przypuszczała że do kotka co z jej piersi ssał biegła nas biegła nas cała zgraja by po pa pa pa pa pa patrzeć by po pa pa pa pa pa pa nauczyciel lekcje porzucił kowal podkowy pole kmieć i pognali prędko na skróty na tę wieść nasz listonosz taki uczciwy na tę wieść listy ciepną w mig których czytać i tak w tej chwili nie chciał nikt na tę wieść zaufawszy bogu że im odpuści grzeszną myśl ministranci w lot dali nogę w środku mszy nawet glinaiarz postrach ludności tak z natury tępy jak słup staną opodal oszołomiony sceną jak ze snu gdy margot stanik swój rozpinała by miał kotek biedactwo co ssać biegła nas biegła nas cała zgraja by po pa pa pa pa pa patrzeć by po pa pa pa pa pa pa a niewinna margot przypuszczała że do kotka co z jej piersi ssał biegła nas biegła nas cała zgraja by po pa pa pa pa pa patrzeć by po pa pa pa pa pa pa ale w pozostałych niewiastach wszak każdej zwiał i i mąż powolutku jęła narastać dzika złość wreszcie przyszedł we wsi dzień gniewu każda chwyciła tęgi kij i zatłukłu biedne maleństwo z żądzy krwi a margot po roku lamentów by się pocieszyć wzięła ślub i już tylko się mąż z jej wdzięków cieszyć mógł z czasem o tym pozapominano oprócz starców już mało kto mówi dzieciom dziś na dobranoc o dzielnej margot gdy margot stanik swój rozpinała by miał kotek biedactwo co ssać biegła nas biegła nas cała zgraja by po pa pa pa pa pa patrzeć by po pa pa pa pa pa pa a niewinna margot przypuszczała że do kotka co z jej piersi ssał biegła nas biegła nas cała zgraja by po pa pa pa pa pa patrzeć by po pa pa pa pa pa pa ,Georges Brassens,,
71,List do świata,na moim podwórzu jest ściana łaciata na ścianie tej dzieci list piszą do świata ogromny zbiorowy list w tym liście są żale i skargi dziecięce pisane niedbale bazgrane naprędce gdy z okien nie patrzy nikt gdy z okien nie patrzy nikt gdyby te listy czytał świat to pewnie by się zmienił a mędrcy mądrzy że aż strach milczeli zawstydzeni na moim podwórzu jest ściana łaciata na ścianie tej dzieci list piszą do świata ogromny zbiorowy list a ja wam stokrotnie powiedzieć chcę dzięki bo wasze pisanie i moje piosenki to w mroku zapałki błysk to w mroku zapałki błysk gdyby piosenek słuchał świat to pewnie by się zmienił a mędrcy mądrzy że aż strach milczeli zawstydzeni ,Andrzej Sikorowski,,
72,Ballada o dziewczynie co piła gorące mleko,są małe stacje wielkich kolei nieznane jak obce imiona małe stacje wielkich kolei jakiś napis i lampa zielona na takiej stacji dawno już temu z daleka jadąc z daleka widziałem dziewczynę w niebieskim szaliku jak piła gorące mleko teraz tamtędy już nigdy nie jeżdżę a miasto moje daleko lecz myślę czasem o tamtej dziewczynie jak piła gorące mleko i nieraz chciałbym aby tu była może to miałoby sens jak ona śmiesznie to mleko piła gapiąc się na mnie spod rzęs mam swoje sprawy inne podróże i nie tamtędy mi droga lubię ulice wesołe i długie i kolorowe światła na rogach może ma chłopca tamta dziewczyna a może wybrała się w świat albo po prostu może jest głupia jak jej siedemnaście lat z resztą to przecież nie ma znaczenia mieszkam naprawdę daleko lecz myślę czasem o tamtej dziewczynie jak piła gorące mleko i nieraz chciałbym aby tu była może to miałoby sens jak ona śmiesznie to mleko piła gapiąc się na mnie spod rzęs ,Agnieszka Osiecka,Katarzyna Sobolewska,Andrzej Poniedzielski
73,Moi przyjaciele,kiedy was nie ma to jakby nagle zabrakło w moim życiu muzyki kiedy was nie ma to czas mnie straszy że przeminę że będę chwilą kiedy was nie ma to jakby niebo miało się rozstać na zawsze ze słońcem kiedy was nie ma dość mam wszystkiego i pragnę z stąd na zawsze odejść moi przyjaciele moi przyjaciele moi przyjaciele bądźcie zawsze ze mną moi przyjaciele moi przyjaciele z wami wiem że wszystko mogę że wystarczy tylko chcieć jak mam wyśpiewać jak mam dziękować jak wytłumaczyć że bez was mnie nie ma przytulam do was swoją miłość i wdzięczność swą w modlitwę zamieniam milion aniołków narysuje i wszystkie razem postrącam z nieba dom na górze wybuduje i zagram dla was kiedy trzeba moi przyjaciele moi przyjaciele moi przyjaciele bądźcie zawsze ze mną moi przyjaciele moi przyjaciele z wami wiem że wszystko mogę że wystarczy tylko chcieć ,Agata Budzyńska,Agata Budzyńska,Agata Budzyńska
74,Pan Podbipięta,krwi krwi krwi krzyczał pan zagłoba na widok trupa pana podbipięty krwi zawrzasnęła zbarska załoga a litwin chwiał się do krzyża przybity święty sebastian strzałami przeszyty słodki niewinny cichy obojętny rycerz bez skazy co jak smok gruchotał czerń co jest czerń dzisiaj nie ma czerni na jasnej twarzy ślad grotu i cnota której się longin radośnie wyzbyłby po tym jak ciosem jednym zerwał trzy łby ludzi o których wierzył że niewierni lecz przecież krew ta jest tak miła bogu że zaraz kreskę w niebieskim rejestrze zarabiał szlachcic siekąc tępych wrogów co tylko po to wschodzili w granice słabej lecz wiecznej rzeczypospolitej aby się mogła na ich trupach wesprzeć kiedy zagłoba pił miód nie dla chamów picie to było inne niż bohuna horyłka beczka dziegciu wymiar stanu nieszczęśliwego dzielnego kozaka co śmiał kniaziównę kochać zawadiaka cham co boskiego się nie zląkł pioruna i na paliki zaostrzone świeżo gładko nizali się stron cierpiętnicy król płakał modlił się głęboko wierząc że hekatomba historię oczyści jak wiatr las czyści ze sczerniałych liści by pole bitwy gniło dla winnicy krwi krwi krwi krzyczał pan zagłoba i krew się lała sprawiedliwie szczodrze lecz pan longinus rycerstwa ozdoba nie mógł pozornych tryumfów być już świadkiem grymasem śmierci dając znak ukradkiem że wie zbyt wiele by było mu dobrze ,Jacek Kaczmarski,Jacek Kaczmarski,Jacek Kaczmarski
75,Fiddler's Green, stary port się powoli układał do snu świeża bryza zmarszczyła morze gładkie jak stół stary rybak na kei zaczął śpiewać swą pieśń zabierzczie mnie chłopcy mój czas skończył się tyko wezmę swój sztormiak i sweter ostatni raz spojrzę na pirs pozdrów moich kolegów powiedz że dnia pewnego spotkamy się wszyscy tam w fiddeler s green fiddeler s green szłyszłem nie raz jeśli piekło ominę dopłynąć chcę tam gdzie delfiny figlują w wodzie czystej jak łza o mroźnej grenlandii zapomina się tam stary port się powoli układał do snu świeża bryza zmarszczyła morze gładkie jak stół stary rybak na kei zaczął śpiewać swą pieśń zabierzczie mnie chłopcy mój czas skończył się kiedy już tam dopłynę oddam cumy na ląd różne bary są czynne cały dzień i całą noc piwo nic nie kosztuje a dziewczęta jak sen rum w butelkach rośnie na każdym z drzew stary port się powoli układał do snu świeża bryza zmarszczyła morze gładkie jak stół stary rybak na kei zaczął śpiewać swą pieśń zabierzczie mnie chłopcy mój czas skończył się aureola i harfa to nie to o czym śnię o morza rozkołys i wiatr modlę się stare pudło wyciągnę zagram coś w cichą noc wiatr w takielunku zaśpiewa swój song tyko wezmę swój sztormiak i sweter ostatni raz spojrzę na pirs pozdrów moich kolegów powiedz że dnia pewnego spotkamy się wszyscy tam w fiddeler s green ,J. Rogacki,J. Conolly,4 Refy
76,Drzewa, dany jest drzewom taki sen co korę w puchu mgieł zanurza przegina wiatry zgiętym pniem i twardnieć każe w letnich burzach dlatego człowiek marszcząc brwi powalił pień żelaza błyskiem by pierworodny jego syn z drzewa wyciętą miał kołyskę dany jest drzewom taki szum co liśćmi w struny głosu ścieka po to by żywy głos z tych strun gałęzie drzewom pooblekał dlatego człowiek ujął nóż odciął szumiącą gałąź drzewa by głos fujarki łanom zbóż radość i smutek mógł wyśpiewać dana jest drzewom taka moc w ziemię i w niebo ciałem wrastać gałęziom dzień korzeniom noc na poły w mrokach tkwić i blaskach dlatego człowiek topór wzniósł uderzył w drzewo jak w kolumnę by na ostatniej drodze wóz drewnianą mu potoczył trumnę ,,,
77,"Jest już za późno, nie jest za późno",jeszcze zdążymy w dżungli ludzkości siebie odnaleźć tęskność zawrotna przybliża nas zbiegną się wreszcie tory sieroce naszych dwóch planet cudnie spokrewnią się ciała nam jest już za późno nie jest za późno jest już za późno nie jest za późno jest już za późno nie jest za późno jeszcze zdążymy tanio wynająć małą mansardę z oknem na rzekę lub też na park z łożem szerokim piecem wysokim ściennym zegarem schodzić będziemy codziennie w świat jest już za późno nie jest za późno jest już za późno nie jest za późno jest już za późno nie jest za późno jeszcze zdążymy naszą miłością siebie zachwycić siebie zachwycić i wszystko w krąg wojna to będzie straszna bo czas nas będzie chciał zniszczyć lecz nam się uda zachwycić go jest już za późno nie jest za późno jest już za późno nie jest za późno jest już za późno nie jest za późno ,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo
78,Piechotą do lata,znów przyjdzie maj a z majem bzy i czekać mam na lepsze dni znów przyjdzie mi nosić przykrótkie sny i do lata do lata do lata piechotą będę szła ah ah ah ah yeah yeah yeah uh uh uh znów kupisz mi coś na imieniny mmmm ja to wiem i czuję że znów przyjdzie mi nosić przykrótkie sny i do lata do lata do lata piechotą będę szła ah ah ah ah yeah yeah yeah uh uh uh przykrótkie sny nie w porę zbyt lekko się ubiorę noc długa świt w szronach i wiosna spóźniona i twoje słowa zimne że nie ma drogi innej do lata do lata do lata tak dłuży się czas gdybyś tylko chciał to było by to lato już i słońce i szaleństwo burz lecz dajesz mi tylko przykrótkie sny więc do lata do lata do lata piechotą będę szła ah ah ah ah yeah yeah yeah uh uh uh ,,,Bajm
79,Ballada majowa,brnąłem do ciebie maju przez mrozy i biele przez śnieżyce i zaspy i lute zawieje przez bezbarwne szpitalne korytarze stycznia w tych korytarzach słońce gasło ustawicznie a teraz maj dokoła maj wyświęca ogrody i cały ja i cały ja zanurzony w jordanie pogody a teraz maj i maj i maj dokoła się święci od wonnych bzów szalonych bzów wprost w głowie się kręci i płyną przeze mnie dmuchawce jak dzieciństwa echa i wielka jest majowa moc kiedy niebo się do ziemi uśmiecha śpi w twoim wnętrzu chłopiec w chłopcu pierwszy zachwyt poznaję z twoich ziaren wyrosną sady strudzonemu pielgrzymką ulżyj dodaj wiary a teraz maj dokoła maj wyświęca ogrody i cały ja i cały ja zanurzony w jordanie pogody a teraz maj i maj i maj dokoła się święci od wonnych bzów szalonych bzów wprost w głowie się kręci ,Józef Baran,Krzysztof Myszkowski,Stare Dobre Małżeństwo
80,W lesie listopadowym,wokół góry góry i góry i całe moje życie w górach ileż piękniej drozdy leśne śpiewają niż śpiewak płatny na chórach wokół lasy lasy i wiatr i całe życie w wiatru świstach wszyscy których kocham wita was modrzewia ikona złocista jak łasiczki ścieżka w śniegu droga życia była kręta teraz z góry zeszła na mnie młodych jodeł zieleń święta nieludzką ręką malowany jest wielki smutek duszy mojej lecz nawet złockiej ikonie ja nigdy nic nie powiem wokół góry góry i góry i całe moje życie w górach ileż piękniej drozdy leśne śpiewają niż śpiewak płatny na chórach wokół lasy lasy i wiatr i całe życie w wiatru świstach wszyscy których kocham wita was modrzewia ikona złocista ważne są tylko kopuły pieśni które na górze wysokiej zostaną i nikt nie szuka inicjałów cieśli gdy cieśle dom postawią przyjaciele którzy jemiołę czcicie dobrze że chodzicie światem wkrótce jodełkę zieloną spalicie by darzyła was ciepłym latem wokół góry góry i góry i całe moje życie w górach ileż piękniej drozdy leśne śpiewają niż śpiewak płatny na chórach wokół lasy lasy i wiatr i całe życie w wiatru świstach wszyscy których kocham wita was modrzewia ikona złocista ,,,
81,Chodź pomaluj mój świat,piszesz mi w liście że kiedy pada kiedy nasturcje na deszczu mokną siadasz przy stole wyjmujesz farby i kolorowe otwierasz okno trawa i drzewa są takie szare barwę popiołu przybrało niebo w ciszy tak smutno szepce zegarek o czasie co mi go wcale nie trzeba więc chodź pomaluj mi świat na żółto i na niebiesko niech na niebie stanie tęcza malowana twoja kredką więc chodź pomaluj mi życie niech świat mój się zarumieni niech na niebie zalśni tęcza kolorami całej ziemi za siódmą górą i siódmą rzeka swoje sny zamieniasz na pejzaże niebem się wlecze wyblakłe słońce oświetla ludzkie wyblakle twarze ,,,Dwa Plus Jeden
82,Piosenka mazowiecka,a jeżeli wiosną przejdę nad głębinę a bodaj się wszyscy uśmieli pewnie gdzieś popłynę między wierzby krzywe co się słońcem mienią albo wyspy wikliny szumiące zielenią zaraz się zachwycę zaraz się zasłucham w jakieś bajdy zaplątane w barokowych słuchach swoje dzieje spiszę na piaszczystym trakcie wyślę pocztą gołębią cztery mile za piec i nic więcej bo przecież nad taką równiną no jak tu nie lecieć no jak tu nie płynąć od końca do końca na teraz na teraz i zawsze no jak tu nie słuchać no jak tu nie patrzeć a gdy stąd odejdę zasmuconym sadem będę długo spać jesienią w kącie pod obrazem a gdy się obudzę choćby mróz był wielki wrócę przecież jak inni drugim brzegiem rzeki i nic więcej bo przecież nad taką równiną no jak tu nie lecieć no jak tu nie płynąć od końca do końca na teraz na teraz i zawsze no jak tu nie słuchać no jak tu nie patrzeć ,Iwona Piastowska,Iwona Piastowska,Iwona Piastowska
83,Powroty,boję się nieba w twoich oczach jeszcze drżysz ze zmęczenia i potu świat chcesz dzielić na białe i czarne miły boję się twoich powrotów boję się chmur nad twoim czołem kiedy ręce do krwi otarte dumnie kładziesz przede mną na stole miły boję się twoich powrotów drżysz jeszcze oczy zamglone zrobisz wszystko o co poproszę muszę wierzyć przecież mnie kochasz krótka chwila i wracasz krótka chwila i wracasz krótka chwila i wracasz na morze boję się morza w twoich myślach kiedy jesteś do drogi już gotów leżysz przy mnie oczy otwarte miły boję się twoich powrotów drżysz jeszcze oczy zamglone zrobisz wszystko o co poproszę muszę wierzyć przecież mnie kochasz krótka chwila i wracasz krótka chwila i wracasz krótka chwila i wracasz na morze ,Krzysztof Jurkiewicz,Krzysztof Jurkiewicz,Smugglers
84,Gdy tak siedzimy,gdy tak siedzimy nad bimbrem ojczyzna nam umiera gniją w celach koledzy wolno się kręci powielacz drukujemy ulotki o tym że jeszcze żyjemy grozi nam za to wyrok dziesięciu lat więzienia gdzieś niedaleko patrol jednego z nas zatrzymał pijemy jego zdrowie w więzieniu to mu się przyda ,L. Szaluga?,Przemysław Gintrowski,
85,Limeryk o narodach,był anglik co przyjaźń nawiązał z hindusem z najczystszej sympatii a nie pod przymusem do dzisiaj by trwała ta przyjaźń wspaniała lecz hindus nieświeży dał mu ser pretensje mieć trudno do tego anglika gdy druh w narodowej go dumie dotyka więc wzgardził pariasem i przyjaźń swą z czasem położył u stóp irlandczyka narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody raz francuz sąsiada miał co był z somalii w tuluzie mieszkali i pastis pijali lecz wnet się przekonał potomek daltona że druh jego łeb ma ze stali nie mieli pretensji koledzy francuza że przepić nie umiał czarnego łobuza lecz rzekli mon ami jak pić chcesz to z nami bo nie dla przybłędów tuluza narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody raz chińczyk w japonce się tak zauroczył że wizje małżeństwa był przed nią roztoczył lecz kwiat kraju wiśni rzekł ani się mi śni spójrz w lustro wszak skośne masz oczy cóż z sercem złamanym uczynić na świecie więc poszedł do wojska i śnił o odwecie lecz losu ironio brak wojny z japonią do mnichów dziś strzela w tybecie narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody sympatię singalez raz czuł do tamila choć wrogość dzieliła ich ludy na sri la nce dawnym cejlonie gdzie nawet są słonie w polityce mądre nad wyraz lecz słoń singaleza tamilów sympatyk zwykł noc mu po nocy wykradać granaty i pojął singalez że musi choć z żalem sympatie swe spisać na straty narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody był też palestyńczyk co z żydem się bratał w przyjaźni tej widząc nadzieję dla świata strzelając do niego powtarzał kolego ta krew nas połączy na lata lecz w takiej przyjaźni nie widział żyd cnoty bo nie miał ochoty na nowe golgoty więc rzekł przyjacielu my tu w izraelu nie mamy dla ciebie roboty narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody libijczyk choć żony miał trzy muzułmanki czadyjkę sprowadził do swojej lepianki i rzekł dla przykładu dam ja z tobą czadu i brał ją wieczory i ranki choć miłość przeszkody pokonać potrafi nie zebrał za czyn swój libijczyk ów braw i dla dobra socjali zmu ją mu zabrali ci których wychował kadafi narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody bez tchu w herbaciarni wypiwszy pięć herbat albańczyk zapałał przyjaźnią do serba lecz serb po śliwowi cy albańczykowi na zębach wypisał swój herbarz szczerbaty albańczyk to pół albańczyka niejeden polityk się na tym potyka choć jęczy duch tity że zbędny polityk gdzie trzeba dentysty praktyka narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody na cyprze był turek co druha miał greka obydwu zabrała rodzima bezpieka przy więźniów wymianie spotkali się w bramie bez słowa minęli człek człeka wnet greczyn u turków u greków zaś turek o jednej godzinie stanęli pod murek w czas potem niedługi na jednym i drugim piaszczysty się wznosił pagórek narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody rosjanin był który nie jego to wina za brata uważał pewnego gruzina czas drużby był krótki bo ów nie pił wódki rosjanin nie pijał zaś wina napisał na niego gdzie trzeba więc donos i łzę nad przyjaźnią utoczył wzmocnioną w obozie zaś gruzin odsiedział lat tuzin lecz przecież go w końcu zwolniono narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody ci wszyscy o których tak długo ty mendzę co dzień się widują na forum oenzet i skarżą się wzajem na ludy i kraje nie skarżąc się jednak na nędzę bo mają do siebie już to kuluary gdzie naród z narodem się chwyta za bary że nie o to chodzi kto komu gdzie szkodzi lecz o to po ile dolary narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody był polak patriota co przy wódki skrzynce zawierał przyjaźni pakt z ukraińcem od słowa do słowa dotarli do lwowa ścierając się jak dwa odyńce gdy bić się skończyli trafili za kraty podarłszy w pamięci doniosłe traktaty bo gdy przyjdzie czas wy nas a my was po brzuchach i budem rezaty narody narody po diabła narody stojące na drodze do szczęścia i zgody historia nam daje dobite dowody pragniecie pokoju usuńcie przeszkody narody narody narody ach gdybyż narodów na świecie nie było jak nam by się wtedy szczęśliwie tu żyło dla dobra człowieka dla szczęścia ludzkości złączonej w potężnym uścisku miłości aż z trzaskiem pękałyby kości ,Jacek Kaczmarski,Jacek Kaczmarski,Jacek Kaczmarski
86,Mur 2,stary swiset kiedyś mówił mi staliśmy w bramie był świt gdy oczekiwaliśmy na słońca wschód i samochodów rósł szum mówił mi czy muru nie widzisz wszystkich nas trzyma ten mur gdy nie będziemy bronić się zagrodzi nam każdą z dróg gdy uderzymy runie mur nie może przecież wiecznie trwać na pewno runie runie runie nie pozostanie po nim ślad jeśli uderzysz mocno tu a ja uderzę mocno tam na pewno runie runie runie i wolny będzie cały świat lecz minęło już wiele lat ręce mam starte do krwi a gdy czuję że sił mi brak mur rośnie wyższy niż był wiem już że ledwo się trzyma lecz ciężko ruszyć go stąd nawet gdy czuję przypływ sił powtórz swisecie pieśń swą gdy uderzymy runie mur nie może przecież wiecznie trwać na pewno runie runie runie nie pozostanie po nim ślad jeśli uderzysz mocno tu a ja uderzę mocno tam na pewno runie runie runie i wolny będzie cały świat stary swiset nie mówi nic słowa porwał zły wiatr dokąd on jeden tylko wie ja w bramie tkwię cały czas i gdy przychodzę mówi wciąż słyszę jak rośnie mój głos śpiewamy ostatnią swiseta pieśń tę której nauczył nas on gdy uderzymy runie mur nie może przecież wiecznie trwać na pewno runie runie runie nie pozostanie po nim ślad jeśli uderzysz mocno tu a ja uderzę mocno tam na pewno runie runie runie i wolny będzie cały świat ,,,Zespół Reprezentacyjny Programu Trzeciego Polskiego Radia
